Time,User_ID,Tweet,like_count,reply_count,retweet_count,language
2022-03-16 17:53:30+00:00,4107939250,"The Russian troops reportedly came from the 126th Coastal Defense Brigade, and the operation involved a helicopter insert for some Russian troops. Notable that Russian conscripts were reportedly involved and the role played by Javelin ATGMs. 3/ https://t.co/4HIMx0f28I",630,8,95,en
2022-03-16 17:54:01+00:00,4107939250,"1014/
https://t.co/hR0IG6XGYw",245,4,31,und
2022-03-16 17:54:53+00:00,4107939250,"389/
https://t.co/g3HdPMigpl",381,5,59,und
2022-03-16 18:02:55+00:00,4107939250,"1015/
https://t.co/ez4QWru5Nq",355,13,41,und
2022-03-16 18:13:48+00:00,4107939250,"1016/
https://t.co/Rs8h0Jegmo",251,13,84,und
2022-03-16 18:29:16+00:00,4107939250,Video from the Azov regiment showing multiple anti-tank missile/rocket strikes on a Russian tank in Mariupol. Looks like a DNR/LNR T-64BV tank. https://t.co/6d1haG5Ic8,4737,197,923,en
2022-03-16 18:29:25+00:00,4107939250,"1017/
https://t.co/qHM82OJMcg",381,8,40,und
2022-03-16 18:45:10+00:00,4107939250,"Ukrainian UAV footage allegedly showing artillery strikes on Russian forces in Kharkiv. 
https://t.co/JvRLutWTOF https://t.co/CNBTOgzPY9",952,23,164,en
2022-03-16 18:53:45+00:00,4107939250,2/ https://t.co/UToKvxzQAJ,513,8,60,und
2022-03-16 22:08:10+00:00,4107939250,1018/ https://t.co/ilyZxalq6L,133,1,13,und
2022-03-16 22:17:07+00:00,4107939250,1019/ https://t.co/MePax2AK2G,437,20,97,und
2022-03-17 02:28:52+00:00,4107939250,1020/ https://t.co/Cn11K7F5S7,265,16,80,und
2022-03-17 03:14:58+00:00,4107939250,"During the 2008 War, the commander of Russia's 58th Combined Arms Army, Lieutenant-General Anatoly Khrulev, had to use an embedded journalist's satellite phone to communicate with one of his units. Notable that this deficiency hasn't been fixed.
https://t.co/nv7ZO07WRY https://t.co/YV8FjOBiga",2055,58,425,en
2022-03-17 03:23:03+00:00,4107939250,The 2008 War was supposed to be a wake up call for Russia that they had to reform their military and buy new equipment. They embarked on a 10-year state armaments program from 2011-2020 with substantially more funds (~19 trillion rubles for the MoD) allotted as a result. 2/,685,46,67,en
